probe_id	ensembl_id
scl0280287.1_28-S	ENSMUSG00000115958
scl028035.1_139-S	ENSMUSG00000056305
scl028062.4_5-S	ENSMUSG00000057130
scl0320451.1_0-S	ENSMUSG00000037876
scl0320506.18_72-S	ENSMUSG00000039704
scl0328829.1_249-S	ENSMUSG00000073386
scl0328830.2_70-S	ENSMUSG00000043939
scl0329015.1_54-S	ENSMUSG00000024773
scl0360220.1_198-S	ENSMUSG00000070933
scl0380614.1_17-S	ENSMUSG00000060798
scl0381240.4_45-S	ENSMUSG00000032946
scl050518.4_102-S	ENSMUSG00000027596
scl050523.1_117-S	ENSMUSG00000021959
scl050918.1_76-S	ENSMUSG00000068566
scl056708.1_17-S	ENSMUSG00000040663
scl064656.5_1-S	ENSMUSG00000023723
scl064657.6_146-S	ENSMUSG00000034729
scl065972.3_20-S	ENSMUSG00000031838
scl066335.13_14-S	ENSMUSG00000022295
scl066359.2_17-S	ENSMUSG00000026500
scl066510.1_267-S	ENSMUSG00000055850
scl067071.16_11-S	ENSMUSG00000025665
scl067118.7_5-S	ENSMUSG00000022684
scl067407.2_18-S	ENSMUSG00000073001
scl068265.1_222-S	ENSMUSG00000023577
scl068349.3_1-S	ENSMUSG00000005510
scl068364.5_284-S	ENSMUSG00000058706
scl069680.4_37-S	ENSMUSG00000015980
scl069745.1_205-S	ENSMUSG00000024854
scl070807.1_193-S	ENSMUSG00000002910
scl072071.1_169-S	ENSMUSG00000074829
scl072836.1_6-S	ENSMUSG00000024174
scl072865.1_125-S	ENSMUSG00000051851
scl073073.3_35-S	ENSMUSG00000051435
scl073333.6_200-S	ENSMUSG00000069041
scl073545.3_30-S	ENSMUSG00000027942
scl073660.4_29-S	ENSMUSG00000024842
scl074265.2_43-S	ENSMUSG00000055833
scl075758.2_4-S	ENSMUSG00000101892
scl076589.5_28-S	ENSMUSG00000043592
scl076612.10_1-S	ENSMUSG00000015980
scl076663.2_30-S	ENSMUSG00000024786
scl078092.2_19-S	ENSMUSG00000094577
scl078613.1_125-S	ENSMUSG00000096764
scl078825.5_201-S	ENSMUSG00000026502
scl081904.2_65-S	ENSMUSG00000069806
scl081905.4_2-S	ENSMUSG00000053395
scl098736.2_48-S	ENSMUSG00000055833
scl11692.1.1_212-S	ENSMUSG00000050931
scl13778.1.1_26-S	ENSMUSG00000026064
scl14261.1.1_139-S	ENSMUSG00000037434
scl14832.1.1_161-S	ENSMUSG00000059336
scl15754.9.1_26-S	ENSMUSG00000037395
scl15755.10.583_56-S	ENSMUSG00000026637
scl17043.4_19-S	ENSMUSG00000049353
scl17044.2.1_77-S	ENSMUSG00000037434
scl17045.9_212-S	ENSMUSG00000026622
scl17897.7_557-S	ENSMUSG00000026011
scl17901.4_341-S	ENSMUSG00000026012
scl18742.7_10-S	ENSMUSG00000005802
scl18743.9_129-S	ENSMUSG00000027199
scl19009.5.1_4-S	ENSMUSG00000063235
scl19453.6.2634_3-S	ENSMUSG00000050592
scl19572.12_3-S	ENSMUSG00000006471
scl19741.18.1_105-S	ENSMUSG00000109865
scl20060.4.1_16-S	ENSMUSG00000027596
scl20648.8.1_43-S	ENSMUSG00000002104
scl20651.5_100-S	ENSMUSG00000005505
scl20653.2_227-S	ENSMUSG00000040794
scl20654.12_238-S	ENSMUSG00000027282
scl21408.3.1_5-S	ENSMUSG00000048652
scl21501.10.1_60-S	ENSMUSG00000050931
scl21502.5.1_122-S	ENSMUSG00000027983
scl22218.13_11-S	ENSMUSG00000025759
scl22219.7.1_158-S	ENSMUSG00000037884
scl22754.8.4_31-S	ENSMUSG00000074344
scl23242.2.1_30-S	ENSMUSG00000069041
scl23563.5.1_122-S	ENSMUSG00000047799
scl23564.6_587-S	ENSMUSG00000028583
scl23576.15_45-S	ENSMUSG00000040606
scl24067.11_527-S	ENSMUSG00000028549
scl24729.4_232-S	ENSMUSG00000046862
scl24732.2.1_101-S	ENSMUSG00000028584
scl24889.23_167-S	ENSMUSG00000028580
scl24894.7.1_6-S	ENSMUSG00000078532
scl24895.12.1_56-S	ENSMUSG00000074088
scl25076.10_59-S	ENSMUSG00000028698
scl25240.12_194-S	ENSMUSG00000025791
scl25242.12.1_101-S	ENSMUSG00000073791
scl25243.13_475-S	ENSMUSG00000073792
scl27005.15.1_24-S	ENSMUSG00000079109
scl28865.3.1_49-S	ENSMUSG00000050732
scl28866.2.2_9-S	ENSMUSG00000073002
scl28869.1.1_32-S	ENSMUSG00000073002
scl29883.14.83_18-S	ENSMUSG00000053460
scl29884.7.1_23-S	ENSMUSG00000055912
scl29885.1_11-S	ENSMUSG00000058706
scl29886.6_29-S	ENSMUSG00000056370
scl30532.13.1_156-S	ENSMUSG00000015981
scl31932.12.1_1-S	ENSMUSG00000025478
scl32298.14.1_5-S	ENSMUSG00000030653
scl32684.3.1_6-S	ENSMUSG00000100916
scl32757.5.1_2-S	ENSMUSG00000093639
scl33711.16.1_123-S	ENSMUSG00000000791
scl33713.6.1_0-S	ENSMUSG00000031848
scl33714.1_27-S	ENSMUSG00000071076
scl33717.4.1_13-S	ENSMUSG00000095026
scl3377.1.1_151-S	ENSMUSG00000085925
scl33940.9.1_0-S	ENSMUSG00000110333
scl34690.3_61-S	ENSMUSG00000002910
scl34692.17.1_21-S	ENSMUSG00000031834
scl34694.5.9_23-S	ENSMUSG00000035559
scl36450.2.1_1-S	ENSMUSG00000025652
scl36452.18.1_2-S	ENSMUSG00000023259
scl36453.19.1_1-S	ENSMUSG00000023473
scl36454.7.1_119-S	ENSMUSG00000032599
scl36455.12.1_30-S	ENSMUSG00000032598
scl38822.17.1_2-S	ENSMUSG00000037876
scl39167.11.1_26-S	ENSMUSG00000019794
scl39168.10_178-S	ENSMUSG00000040021
scl39170.8.1_34-S	ENSMUSG00000040034
scl39172.7_550-S	ENSMUSG00000019796
scl39822.4_32-S	ENSMUSG00000018733
scl39825.6.1_191-S	ENSMUSG00000035208
scl39827.10.1_105-S	ENSMUSG00000072621
scl39973.20.1_51-S	ENSMUSG00000020807
scl40284.3.11_39-S	ENSMUSG00000047511
scl40288.3_192-S	ENSMUSG00000046879
scl41062.1.2_114-S	ENSMUSG00000034031
scl41070.6_518-S	ENSMUSG00000018377
scl41072.1.1_60-S	ENSMUSG00000018379
scl41145.8.1_28-S	ENSMUSG00000000204
scl41147.2_666-S	ENSMUSG00000078763
scl41148.2_393-S	ENSMUSG00000072620
scl41149.8_66-S	ENSMUSG00000054404
scl42635.6.1_39-S	ENSMUSG00000056856
scl42724.5.1_68-S	ENSMUSG00000037594
scl42725.12.1_79-S	ENSMUSG00000052160
scl42726.20_132-S	ENSMUSG00000072825
scl42790.6_48-S	ENSMUSG00000040856
scl46536.10.1_64-S	ENSMUSG00000021898
scl46538.6_28-S	ENSMUSG00000021877
scl46540.20_142-S	ENSMUSG00000040818
scl46626.7_218-S	ENSMUSG00000033111
scl47172.11.1_30-S	ENSMUSG00000055114
scl47173.4.1_30-S	ENSMUSG00000022357
scl47174.9_93-S	ENSMUSG00000022358
scl47264.7_606-S	ENSMUSG00000022299
scl47892.24_470-S	ENSMUSG00000037119
scl47897.7.1_0-S	ENSMUSG00000022359
scl47962.6.1_70-S	ENSMUSG00000054196
scl47963.9.1_68-S	ENSMUSG00000022297
scl47965.12.3_6-S	ENSMUSG00000022295
scl48097.14_64-S	ENSMUSG00000022253
scl48100.15.1_78-S	ENSMUSG00000048424
scl48681.7.1_1-S	ENSMUSG00000000326
scl48684.14_380-S	ENSMUSG00000022718
scl48688.4.1_105-S	ENSMUSG00000116557
scl4886.1.1_250-S	ENSMUSG00000075064
scl49360.23.1_15-S	ENSMUSG00000075704
scl49364.2.1_188-S	ENSMUSG00000043811
scl49365.7.10_25-S	ENSMUSG00000003531
scl49828.11_159-S	ENSMUSG00000023994
scl49829.4_30-S	ENSMUSG00000040694
scl49830.2.1_22-S	ENSMUSG00000023995
scl49834.18_361-S	ENSMUSG00000023991
scl49843.6_93-S	ENSMUSG00000047150
scl49845.6.190_23-S	ENSMUSG00000023982
scl50101.4.1_46-S	ENSMUSG00000079580
scl50611.5_89-S	ENSMUSG00000024172
scl50630.6.1_2-S	ENSMUSG00000040771
scl50634.6.1_239-S	ENSMUSG00000023993
scl50635.6.1_10-S	ENSMUSG00000023992
scl50637.7.1_15-S	ENSMUSG00000043740
scl50638.6.1_30-S	ENSMUSG00000051682
scl50639.3.1_165-S	ENSMUSG00000041754
scl50640.5_90-S	ENSMUSG00000042265
scl50659.5_141-S	ENSMUSG00000023979
scl50660.8.1_1-S	ENSMUSG00000034729
scl50663.25.1_99-S	ENSMUSG00000064043
scl51243.10.1_19-S	ENSMUSG00000059336
scl51245.13.1_81-S	ENSMUSG00000041840
scl51248.6.1_66-S	ENSMUSG00000047466
scl51735.42.647_134-S	ENSMUSG00000039840
scl51737.13.1_28-S	ENSMUSG00000025428
scl51740.1.25_5-S	ENSMUSG00000056682
scl52522.27_217-S	ENSMUSG00000056999
scl52524.16_678-S	ENSMUSG00000039652
scl52800.8.1_155-S	ENSMUSG00000024857
scl52801.4.1_26-S	ENSMUSG00000024856
scl52802.3.52_13-S	ENSMUSG00000045826
scl52803.8_5-S	ENSMUSG00000024835
scl52805.6.1_26-S	ENSMUSG00000024845
scl52806.22.1_43-S	ENSMUSG00000024851
scl52868.4.1_43-S	ENSMUSG00000024784
scl52870.7_104-S	ENSMUSG00000024772
scl52875.14_150-S	ENSMUSG00000024949
scl52876.20.1_144-S	ENSMUSG00000032648
scl53167.5_3-S	ENSMUSG00000024986
scl53169.21_291-S	ENSMUSG00000012443
scl53440.6.1_16-S	ENSMUSG00000058216
scl53441.6.1_144-S	ENSMUSG00000024847
scl53445.4_156-S	ENSMUSG00000075289
scl53448.9.1_3-S	ENSMUSG00000024824
scl53531.13_25-S	ENSMUSG00000024777
scl53539.9.129_6-S	ENSMUSG00000061742
scl53780.46_270-S	ENSMUSG00000031273
scl53786.5.1_4-S	ENSMUSG00000031429
scl53787.4.1_142-S	ENSMUSG00000042386
scl5399.1.1_32-S	ENSMUSG00000075000
scl54205.32.1_100-S	ENSMUSG00000062949
scl54328.4.1_36-S	ENSMUSG00000068048
scl54458.14.1_100-S	ENSMUSG00000051592
scl54579.8_3-S	ENSMUSG00000031430
scl54984.4.1_134-S	ENSMUSG00000006200
scl55086.1.1_67-S	ENSMUSG00000062393
scl6209.1.1_2-S	ENSMUSG00000023307
