probe_id	ensembl_id
ILMN_1230977	ENSMUSG00000025791
ILMN_1231952	ENSMUSG00000075704
ILMN_1232184	ENSMUSG00000053460
ILMN_1232901	ENSMUSG00000073002
ILMN_1233815	ENSMUSG00000079685
ILMN_1234063	ENSMUSG00000069041
ILMN_1234077	ENSMUSG00000068048
ILMN_1234223	ENSMUSG00000052160
ILMN_1234539	ENSMUSG00000046879
ILMN_1234746	ENSMUSG00000075289
ILMN_1234773	ENSMUSG00000055114
ILMN_1235006	ENSMUSG00000059336
ILMN_1235236	ENSMUSG00000002104
ILMN_1235842	ENSMUSG00000022299
ILMN_1236078	ENSMUSG00000075046
ILMN_1236303	ENSMUSG00000022300
ILMN_1236451	ENSMUSG00000041670
ILMN_1236661	ENSMUSG00000082101
ILMN_1236693	ENSMUSG00000022684
ILMN_1236702	ENSMUSG00000062593
ILMN_1236731	ENSMUSG00000031430
ILMN_1237432	ENSMUSG00000024773
ILMN_1237606	ENSMUSG00000023991
ILMN_1237614	ENSMUSG00000023307
ILMN_1237621	ENSMUSG00000043702
ILMN_1237627	ENSMUSG00000024824
ILMN_1237830	ENSMUSG00000022253
ILMN_1238114	ENSMUSG00000035559
ILMN_1239384	ENSMUSG00000031429
ILMN_1239422	ENSMUSG00000022360
ILMN_1239490	ENSMUSG00000060166
ILMN_1239752	ENSMUSG00000073386
ILMN_1240344	ENSMUSG00000044724
ILMN_1240671	ENSMUSG00000002910
ILMN_1240833	ENSMUSG00000022296
ILMN_1241511	ENSMUSG00000073792
ILMN_1242309	ENSMUSG00000040818
ILMN_1242540	ENSMUSG00000073792
ILMN_1242556	ENSMUSG00000049353
ILMN_1243089	ENSMUSG00000078817
ILMN_1243273	ENSMUSG00000019795
ILMN_1243499	ENSMUSG00000056999
ILMN_1244516	ENSMUSG00000032946
ILMN_1244530	ENSMUSG00000040818
ILMN_1244618	ENSMUSG00000040856
ILMN_1244707	ENSMUSG00000047511
ILMN_1244799	ENSMUSG00000056305
ILMN_1245571	ENSMUSG00000024784
ILMN_1245731	ENSMUSG00000024986
ILMN_1245767	ENSMUSG00000034101
ILMN_1245850	ENSMUSG00000020807
ILMN_1246034	ENSMUSG00000028772
ILMN_1246058	ENSMUSG00000040385
ILMN_1246291	ENSMUSG00000060260
ILMN_1246704	ENSMUSG00000040247
ILMN_1247028	ENSMUSG00000015980
ILMN_1247117	ENSMUSG00000093639
ILMN_1248083	ENSMUSG00000006378
ILMN_1248249	ENSMUSG00000040021
ILMN_1248368	ENSMUSG00000053907
ILMN_1248478	ENSMUSG00000000326
ILMN_1248521	ENSMUSG00000028698
ILMN_1248650	ENSMUSG00000051851
ILMN_1249246	ENSMUSG00000078686
ILMN_1249282	ENSMUSG00000053460
ILMN_1249291	ENSMUSG00000094577
ILMN_1250192	ENSMUSG00000006200
ILMN_1250508	ENSMUSG00000074344
ILMN_1250574	ENSMUSG00000040034
ILMN_1250640	ENSMUSG00000024786
ILMN_1250663	ENSMUSG00000021898
ILMN_1250747	ENSMUSG00000018733
ILMN_1250852	ENSMUSG00000041840
ILMN_1251205	ENSMUSG00000039840
ILMN_1251244	ENSMUSG00000024949
ILMN_1251401	ENSMUSG00000061742
ILMN_1251616	ENSMUSG00000054115
ILMN_1251816	ENSMUSG00000075064
ILMN_1252001	ENSMUSG00000110105
ILMN_1252184	ENSMUSG00000031273
ILMN_1252584	ENSMUSG00000040794
ILMN_1252934	ENSMUSG00000056682
ILMN_1253075	ENSMUSG00000026502
ILMN_1253264	ENSMUSG00000078817
ILMN_1253547	ENSMUSG00000033768
ILMN_1254059	ENSMUSG00000031273
ILMN_1254497	ENSMUSG00000040663
ILMN_1254632	ENSMUSG00000102976
ILMN_1256031	ENSMUSG00000078815
ILMN_1256423	ENSMUSG00000048424
ILMN_1256673	ENSMUSG00000025651
ILMN_1256860	ENSMUSG00000040818
ILMN_1257307	ENSMUSG00000040818
ILMN_1257525	ENSMUSG00000039652
ILMN_1257868	ENSMUSG00000040606
ILMN_1257971	ENSMUSG00000040663
ILMN_1258183	ENSMUSG00000042386
ILMN_1258415	ENSMUSG00000053907
ILMN_1258815	ENSMUSG00000037876
ILMN_1259302	ENSMUSG00000027942
ILMN_1259555	ENSMUSG00000110333
ILMN_1259727	ENSMUSG00000039652
ILMN_1259775	ENSMUSG00000039630
ILMN_1260170	ENSMUSG00000051435
ILMN_1260585	ENSMUSG00000059657
ILMN_1260604	ENSMUSG00000033111
ILMN_2422414	ENSMUSG00000096764
ILMN_2424605	ENSMUSG00000075704
ILMN_2428545	ENSMUSG00000042265
ILMN_2429203	ENSMUSG00000060166
ILMN_2430229	ENSMUSG00000040021
ILMN_2433676	ENSMUSG00000023307
ILMN_2438678	ENSMUSG00000051682
ILMN_2440604	ENSMUSG00000026637
ILMN_2449335	ENSMUSG00000024949
ILMN_2456526	ENSMUSG00000027596
ILMN_2467534	ENSMUSG00000056999
ILMN_2467727	ENSMUSG00000028580
ILMN_2471268	ENSMUSG00000056305
ILMN_2477408	ENSMUSG00000027983
ILMN_2478523	ENSMUSG00000057130
ILMN_2479530	ENSMUSG00000022361
ILMN_2486632	ENSMUSG00000049353
ILMN_2491666	ENSMUSG00000116557
ILMN_2493851	ENSMUSG00000024949
ILMN_2499400	ENSMUSG00000050732
ILMN_2500245	ENSMUSG00000043592
ILMN_2500943	ENSMUSG00000048652
ILMN_2510714	ENSMUSG00000022361
ILMN_2515022	ENSMUSG00000068240
ILMN_2519385	ENSMUSG00000026622
ILMN_2523169	ENSMUSG00000023993
ILMN_2529616	ENSMUSG00000046262
ILMN_2531530	ENSMUSG00000024769
ILMN_2536365	ENSMUSG00000075000
ILMN_2538924	ENSMUSG00000091504
ILMN_2579479	ENSMUSG00000000325
ILMN_2580847	ENSMUSG00000040247
ILMN_2581896	ENSMUSG00000023259
ILMN_2589011	ENSMUSG00000100916
ILMN_2589525	ENSMUSG00000039652
ILMN_2589741	ENSMUSG00000040616
ILMN_2589865	ENSMUSG00000026012
ILMN_2589871	ENSMUSG00000026012
ILMN_2590473	ENSMUSG00000047799
ILMN_2591342	ENSMUSG00000058216
ILMN_2591361	ENSMUSG00000026012
ILMN_2591814	ENSMUSG00000018379
ILMN_2592285	ENSMUSG00000054115
ILMN_2593002	ENSMUSG00000024172
ILMN_2593368	ENSMUSG00000053907
ILMN_2596730	ENSMUSG00000035208
ILMN_2598430	ENSMUSG00000078816
ILMN_2598852	ENSMUSG00000005732
ILMN_2599327	ENSMUSG00000069806
ILMN_2599834	ENSMUSG00000021877
ILMN_2600004	ENSMUSG00000025758
ILMN_2600597	ENSMUSG00000107956
ILMN_2600672	ENSMUSG00000034729
ILMN_2601453	ENSMUSG00000050592
ILMN_2601572	ENSMUSG00000089682
ILMN_2602406	ENSMUSG00000063235
ILMN_2603636	ENSMUSG00000074677
ILMN_2604070	ENSMUSG00000023473
ILMN_2605041	ENSMUSG00000078532
ILMN_2606015	ENSMUSG00000055850
ILMN_2609979	ENSMUSG00000069793
ILMN_2610204	ENSMUSG00000027282
ILMN_2611256	ENSMUSG00000024830
ILMN_2611284	ENSMUSG00000003531
ILMN_2613191	ENSMUSG00000002910
ILMN_2615751	ENSMUSG00000060798
ILMN_2615928	ENSMUSG00000055833
ILMN_2619380	ENSMUSG00000032598
ILMN_2620573	ENSMUSG00000024777
ILMN_2622915	ENSMUSG00000059336
ILMN_2623983	ENSMUSG00000037868
ILMN_2624676	ENSMUSG00000043811
ILMN_2625094	ENSMUSG00000022357
ILMN_2625993	ENSMUSG00000023994
ILMN_2626012	ENSMUSG00000037884
ILMN_2626653	ENSMUSG00000089847
ILMN_2627093	ENSMUSG00000024856
ILMN_2628757	ENSMUSG00000024772
ILMN_2629911	ENSMUSG00000085925
ILMN_2631663	ENSMUSG00000037594
ILMN_2631752	ENSMUSG00000026011
ILMN_2633030	ENSMUSG00000040818
ILMN_2633229	ENSMUSG00000025428
ILMN_2633697	ENSMUSG00000054115
ILMN_2634749	ENSMUSG00000057130
ILMN_2635718	ENSMUSG00000023995
ILMN_2635968	ENSMUSG00000025759
ILMN_2636443	ENSMUSG00000089682
ILMN_2636666	ENSMUSG00000003526
ILMN_2637630	ENSMUSG00000040006
ILMN_2638036	ENSMUSG00000040771
ILMN_2647400	ENSMUSG00000037395
ILMN_2648524	ENSMUSG00000028584
ILMN_2650317	ENSMUSG00000023991
ILMN_2652719	ENSMUSG00000045826
ILMN_2652857	ENSMUSG00000078920
ILMN_2652961	ENSMUSG00000074088
ILMN_2653395	ENSMUSG00000055912
ILMN_2653890	ENSMUSG00000058706
ILMN_2654754	ENSMUSG00000028583
ILMN_2655105	ENSMUSG00000058706
ILMN_2655555	ENSMUSG00000078941
ILMN_2663114	ENSMUSG00000054115
ILMN_2663930	ENSMUSG00000078763
ILMN_2664556	ENSMUSG00000002908
ILMN_2666447	ENSMUSG00000060798
ILMN_2667788	ENSMUSG00000079418
ILMN_2667971	ENSMUSG00000005506
ILMN_2667972	ENSMUSG00000005506
ILMN_2668261	ENSMUSG00000023259
ILMN_2670507	ENSMUSG00000024824
ILMN_2671012	ENSMUSG00000025453
ILMN_2671056	ENSMUSG00000062593
ILMN_2672708	ENSMUSG00000019796
ILMN_2673188	ENSMUSG00000031840
ILMN_2673584	ENSMUSG00000034101
ILMN_2673589	ENSMUSG00000034101
ILMN_2675122	ENSMUSG00000040694
ILMN_2676040	ENSMUSG00000024174
ILMN_2677046	ENSMUSG00000060803
ILMN_2677092	ENSMUSG00000008450
ILMN_2678726	ENSMUSG00000032946
ILMN_2679984	ENSMUSG00000005802
ILMN_2680648	ENSMUSG00000022360
ILMN_2681569	ENSMUSG00000036925
ILMN_2681992	ENSMUSG00000073001
ILMN_2682063	ENSMUSG00000055850
ILMN_2682788	ENSMUSG00000071076
ILMN_2682887	ENSMUSG00000022721
ILMN_2683277	ENSMUSG00000033111
ILMN_2683283	ENSMUSG00000033111
ILMN_2683630	ENSMUSG00000022684
ILMN_2684770	ENSMUSG00000039704
ILMN_2684874	ENSMUSG00000089847
ILMN_2685769	ENSMUSG00000072825
ILMN_2686008	ENSMUSG00000079580
ILMN_2687865	ENSMUSG00000022684
ILMN_2688176	ENSMUSG00000024769
ILMN_2688948	ENSMUSG00000069793
ILMN_2691360	ENSMUSG00000034729
ILMN_2691613	ENSMUSG00000040385
ILMN_2691802	ENSMUSG00000038039
ILMN_2692315	ENSMUSG00000053687
ILMN_2692316	ENSMUSG00000053687
ILMN_2693258	ENSMUSG00000026500
ILMN_2693835	ENSMUSG00000002910
ILMN_2694080	ENSMUSG00000031429
ILMN_2694577	ENSMUSG00000000326
ILMN_2695539	ENSMUSG00000031833
ILMN_2698239	ENSMUSG00000037119
ILMN_2699498	ENSMUSG00000023473
ILMN_2701797	ENSMUSG00000024947
ILMN_2703444	ENSMUSG00000000326
ILMN_2705290	ENSMUSG00000000325
ILMN_2707947	ENSMUSG00000079109
ILMN_2709881	ENSMUSG00000053395
ILMN_2711172	ENSMUSG00000046879
ILMN_2711884	ENSMUSG00000083012
ILMN_2713353	ENSMUSG00000024842
ILMN_2713354	ENSMUSG00000024842
ILMN_2713401	ENSMUSG00000054196
ILMN_2715893	ENSMUSG00000022358
ILMN_2716043	ENSMUSG00000025652
ILMN_2716511	ENSMUSG00000096764
ILMN_2716799	ENSMUSG00000062393
ILMN_2717374	ENSMUSG00000019795
ILMN_2719451	ENSMUSG00000062949
ILMN_2719456	ENSMUSG00000062949
ILMN_2719498	ENSMUSG00000023307
ILMN_2722131	ENSMUSG00000039840
ILMN_2722513	ENSMUSG00000025429
ILMN_2723095	ENSMUSG00000002104
ILMN_2723190	ENSMUSG00000023982
ILMN_2723541	ENSMUSG00000033768
ILMN_2724315	ENSMUSG00000031842
ILMN_2725128	ENSMUSG00000109865
ILMN_2726428	ENSMUSG00000095026
ILMN_2726496	ENSMUSG00000005506
ILMN_2729078	ENSMUSG00000015980
ILMN_2732317	ENSMUSG00000031834
ILMN_2733567	ENSMUSG00000043740
ILMN_2733762	ENSMUSG00000056370
ILMN_2734815	ENSMUSG00000048424
ILMN_2735689	ENSMUSG00000072621
ILMN_2735829	ENSMUSG00000115958
ILMN_2736337	ENSMUSG00000027199
ILMN_2736774	ENSMUSG00000059657
ILMN_2738921	ENSMUSG00000022359
ILMN_2740407	ENSMUSG00000030653
ILMN_2741737	ENSMUSG00000026502
ILMN_2741738	ENSMUSG00000026502
ILMN_2743425	ENSMUSG00000074513
ILMN_2743569	ENSMUSG00000024835
ILMN_2746021	ENSMUSG00000028549
ILMN_2747302	ENSMUSG00000022299
ILMN_2747897	ENSMUSG00000005510
ILMN_2751361	ENSMUSG00000054404
ILMN_2752994	ENSMUSG00000022358
ILMN_2754054	ENSMUSG00000101892
ILMN_2754287	ENSMUSG00000023979
ILMN_2754506	ENSMUSG00000032599
ILMN_2756696	ENSMUSG00000026276
ILMN_2762361	ENSMUSG00000023723
ILMN_2765550	ENSMUSG00000037876
ILMN_2765846	ENSMUSG00000056856
ILMN_2765970	ENSMUSG00000019794
ILMN_2767918	ENSMUSG00000031838
ILMN_2768364	ENSMUSG00000013539
ILMN_2768638	ENSMUSG00000073791
ILMN_2769573	ENSMUSG00000075000
ILMN_2769630	ENSMUSG00000034729
ILMN_2771735	ENSMUSG00000021959
ILMN_2771738	ENSMUSG00000040856
ILMN_2773422	ENSMUSG00000024845
ILMN_2775016	ENSMUSG00000022297
ILMN_2775106	ENSMUSG00000051225
ILMN_2775885	ENSMUSG00000001175
ILMN_2776075	ENSMUSG00000022295
ILMN_2776187	ENSMUSG00000047466
ILMN_2777247	ENSMUSG00000024854
ILMN_2777655	ENSMUSG00000024847
ILMN_2777696	ENSMUSG00000006378
ILMN_2777737	ENSMUSG00000051592
ILMN_2784144	ENSMUSG00000032946
ILMN_2784392	ENSMUSG00000064137
ILMN_2787448	ENSMUSG00000023577
ILMN_2788546	ENSMUSG00000024835
ILMN_2788673	ENSMUSG00000025791
ILMN_2792670	ENSMUSG00000056370
ILMN_2793329	ENSMUSG00000060803
ILMN_2794116	ENSMUSG00000024851
ILMN_2796568	ENSMUSG00000015981
ILMN_2799452	ENSMUSG00000000791
ILMN_2806290	ENSMUSG00000005505
ILMN_2806291	ENSMUSG00000005505
ILMN_2814575	ENSMUSG00000008450
ILMN_2824723	ENSMUSG00000089847
ILMN_2829935	ENSMUSG00000025478
ILMN_2829937	ENSMUSG00000025478
ILMN_2833781	ENSMUSG00000060260
ILMN_2837476	ENSMUSG00000024947
ILMN_2837888	ENSMUSG00000075000
ILMN_2841840	ENSMUSG00000034729
ILMN_2842338	ENSMUSG00000040247
ILMN_2842999	ENSMUSG00000013539
ILMN_2845370	ENSMUSG00000036925
ILMN_2847773	ENSMUSG00000048852
ILMN_2848583	ENSMUSG00000027282
ILMN_2854065	ENSMUSG00000031273
ILMN_2856697	ENSMUSG00000001175
ILMN_2861123	ENSMUSG00000055912
ILMN_2863768	ENSMUSG00000051592
ILMN_2873444	ENSMUSG00000022358
ILMN_2874399	ENSMUSG00000062393
ILMN_2875336	ENSMUSG00000006378
ILMN_2879940	ENSMUSG00000094230
ILMN_2888902	ENSMUSG00000019795
ILMN_2894991	ENSMUSG00000024949
ILMN_2900709	ENSMUSG00000046262
ILMN_2903511	ENSMUSG00000031848
ILMN_2906615	ENSMUSG00000075045
ILMN_2908122	ENSMUSG00000018986
ILMN_2908406	ENSMUSG00000003526
ILMN_2909068	ENSMUSG00000023723
ILMN_2910596	ENSMUSG00000024854
ILMN_2914510	ENSMUSG00000026276
ILMN_2915303	ENSMUSG00000041754
ILMN_2915898	ENSMUSG00000024857
ILMN_2916883	ENSMUSG00000031834
ILMN_2917386	ENSMUSG00000038155
ILMN_2926729	ENSMUSG00000040663
ILMN_2931659	ENSMUSG00000079583
ILMN_2933993	ENSMUSG00000024824
ILMN_2936517	ENSMUSG00000089682
ILMN_2942000	ENSMUSG00000040771
ILMN_2943972	ENSMUSG00000051851
ILMN_2945400	ENSMUSG00000056305
ILMN_2949338	ENSMUSG00000064043
ILMN_2959937	ENSMUSG00000091476
ILMN_2960071	ENSMUSG00000040385
ILMN_2963017	ENSMUSG00000047466
ILMN_2963432	ENSMUSG00000024773
ILMN_2965854	ENSMUSG00000047511
ILMN_2967294	ENSMUSG00000003531
ILMN_2967654	ENSMUSG00000002104
ILMN_2978838	ENSMUSG00000053907
ILMN_2980379	ENSMUSG00000071068
ILMN_2987995	ENSMUSG00000022684
ILMN_2991912	ENSMUSG00000031840
ILMN_2992709	ENSMUSG00000023992
ILMN_2993567	ENSMUSG00000048652
ILMN_2998303	ENSMUSG00000019794
ILMN_3000155	ENSMUSG00000051435
ILMN_3003308	ENSMUSG00000031429
ILMN_3003335	ENSMUSG00000038039
ILMN_3004386	ENSMUSG00000022297
ILMN_3007253	ENSMUSG00000075046
ILMN_3015003	ENSMUSG00000033768
ILMN_3040759	ENSMUSG00000073792
ILMN_3046362	ENSMUSG00000026637
ILMN_3051348	ENSMUSG00000070933
ILMN_3055507	ENSMUSG00000032599
ILMN_3058780	ENSMUSG00000041670
ILMN_3060838	ENSMUSG00000072621
ILMN_3073665	ENSMUSG00000062949
ILMN_3082206	ENSMUSG00000057134
ILMN_3082271	ENSMUSG00000041670
ILMN_3086209	ENSMUSG00000033768
ILMN_3107322	ENSMUSG00000022361
ILMN_3114365	ENSMUSG00000057130
ILMN_3121765	ENSMUSG00000051682
ILMN_3125890	ENSMUSG00000024845
ILMN_3132262	ENSMUSG00000032599
ILMN_3138280	ENSMUSG00000072621
ILMN_3142235	ENSMUSG00000018379
ILMN_3143116	ENSMUSG00000022721
ILMN_3143494	ENSMUSG00000091422
ILMN_3146204	ENSMUSG00000006471
ILMN_3152506	ENSMUSG00000062949
ILMN_3154231	ENSMUSG00000033111
ILMN_3160230	ENSMUSG00000069830
ILMN_3160750	ENSMUSG00000033213
ILMN_3161399	ENSMUSG00000092528
ILMN_3162070	ENSMUSG00000071767
ILMN_3162671	ENSMUSG00000058163
